   4.00000000       6.48549223    
   5.00000000       8.14437580    
   6.00000000       9.80326080    
   7.00000000       11.4621458    
   8.00000000       13.1210299    
   9.00000000       14.7799139    
   10.0000000       16.4387989    
   11.0000000       18.0976849    
   12.0000000       19.7565689    
   13.0000000       21.4154530    
   14.0000000       23.0743389    
   15.0000000       24.7332230    
   16.0000000       26.3921070    
   17.0000000       28.0509911    
   18.0000000       29.7098751    
   19.0000000       31.3687611    
