  -10.0000000       1.60284713E-03
  -9.97355080       1.67197466E-03
  -9.94710159       1.74408371E-03
  -9.92065144       1.81930268E-03
  -9.89420223       1.89776556E-03
  -9.86775208       1.97961251E-03
  -9.84130287       2.06498941E-03
  -9.81485367       2.15404830E-03
  -9.78840351       2.24694819E-03
  -9.76195431       2.34385231E-03
  -9.73550415       2.44493806E-03
  -9.70905495       2.55038356E-03
  -9.68260574       2.66037672E-03
  -9.65615559       2.77511333E-03
  -9.62970638       2.89479876E-03
  -9.60325623       3.01964581E-03
  -9.57680702       3.14987707E-03
  -9.55035686       3.28572490E-03
  -9.52390766       3.42743192E-03
  -9.49745846       3.57525004E-03
  -9.47100830       3.72944027E-03
  -9.44455910       3.89028387E-03
  -9.41810894       4.05806396E-03
  -9.39165974       4.23308043E-03
  -9.36521053       4.41564526E-03
  -9.33876038       4.60608304E-03
  -9.31231117       4.80473461E-03
  -9.28586102       5.01195295E-03
  -9.25941181       5.22810873E-03
  -9.23296261       5.45358704E-03
  -9.20651245       5.68878977E-03
  -9.18006325       5.93413040E-03
  -9.15361309       6.19005738E-03
  -9.12716389       6.45702286E-03
  -9.10071373       6.73550181E-03
  -9.07426453       7.02599064E-03
  -9.04781532       7.32900808E-03
  -9.02136517       7.64509290E-03
  -8.99491596       7.97481090E-03
  -8.96846581       8.31874926E-03
  -8.94201660       8.67752079E-03
  -8.91556740       9.05176532E-03
  -8.88911724       9.44214966E-03
  -8.86266804       9.84936208E-03
  -8.83621788       1.02741458E-02
  -8.80976868       1.07172495E-02
  -8.78331947       1.11794630E-02
  -8.75686932       1.16616106E-02
  -8.73042011       1.21645536E-02
  -8.70396996       1.26891872E-02
  -8.67752075       1.32364472E-02
  -8.65107059       1.38073089E-02
  -8.62462139       1.44027919E-02
  -8.59817219       1.50239551E-02
  -8.57172203       1.56718940E-02
  -8.54527283       1.63477920E-02
  -8.51882267       1.70528404E-02
  -8.49237347       1.77882947E-02
  -8.46592426       1.85554717E-02
  -8.43947411       1.93557497E-02
  -8.41302395       2.01905444E-02
  -8.38657379       2.10613254E-02
  -8.36012363       2.19696797E-02
  -8.33367348       2.29172092E-02
  -8.30722332       2.39056069E-02
  -8.28077316       2.49366090E-02
  -8.25432301       2.60121003E-02
  -8.22787285       2.71339770E-02
  -8.20142269       2.83042397E-02
  -8.17497253       2.95249466E-02
  -8.14852238       3.07983290E-02
  -8.12207222       3.21266279E-02
  -8.09562206       3.35122235E-02
  -8.06917286       3.49575393E-02
  -8.04272270       3.64652202E-02
  -8.01627254       3.80379334E-02
  -7.98982191       3.96784693E-02
  -7.96337175       4.13897261E-02
  -7.93692207       4.31748256E-02
