   9.80000114     -0.165461302       3.07464357E-02 -0.160579532    
   9.90000153     -0.160885781       4.57552448E-02 -0.149673790    
   10.0000019     -0.154930174       5.95560595E-02 -0.137750134    
   10.1000023     -0.147723049       7.20712766E-02 -0.124981649    
   10.2000027     -0.139399052       8.32400173E-02 -0.111541741    
   10.3000031     -0.130097255       9.30179209E-02  -9.76023301E-02
   10.4000034     -0.119959578      0.101376750      -8.33321139E-02
   10.5000038     -0.109129190      0.108303867      -6.88950047E-02
   10.6000042      -9.77490321E-02  0.113801591      -5.44486158E-02
   10.7000046      -8.59603882E-02  0.117886417      -4.01429869E-02
   10.8000050      -7.39015788E-02  0.120588131      -2.61193961E-02
   10.9000053      -6.17066920E-02  0.121948883      -1.25092845E-02
   11.0000057      -4.95044813E-02  0.122022107       5.66581613E-04
   11.1000061      -3.74173373E-02  0.120871447       1.29988603E-02
   11.2000065      -2.55603753E-02  0.118569605       2.46902090E-02
   11.3000069      -1.40406592E-02  0.115197159       3.55557054E-02
   11.4000072      -2.95652263E-03  0.110841364       4.55231145E-02
   11.5000076       7.60297198E-03  0.105594948       5.45330271E-02
   11.6000080       1.75584629E-02   9.95549038E-02   6.25388473E-02
   11.7000084       2.68405937E-02   9.28213149E-02   6.95066601E-02
   11.8000088       3.53902131E-02   8.54961872E-02   7.54149184E-02
   11.9000092       4.31584492E-02   7.76823536E-02   8.02541375E-02
   12.0000095       5.01066893E-02   6.94823936E-02   8.40263441E-02
   12.1000099       5.62064499E-02   6.09976053E-02   8.67445096E-02
   12.2000103       6.14391565E-02   5.23270816E-02   8.84318948E-02
   12.3000107       6.57958388E-02   4.35668118E-02   8.91213045E-02
   12.4000111       6.92767277E-02   3.48088890E-02   8.88542756E-02
   12.5000114       7.18908012E-02   2.61407718E-02   8.76802057E-02
   12.6000118       7.36552626E-02   1.76446512E-02   8.56555030E-02
   12.7000122       7.45949522E-02   9.39689297E-03   8.28426182E-02
   12.8000126       7.47417063E-02   1.46755297E-03   7.93091059E-02
   12.9000130       7.41337091E-02  -6.07999554E-03   7.51267225E-02
   13.0000134       7.28147700E-02  -1.31893661E-02   7.03703910E-02
   13.1000137       7.08336309E-02  -1.98113751E-02   6.51173741E-02
   13.2000141       6.82432130E-02  -2.59041693E-02   5.94462790E-02
   13.3000145       6.50998875E-02  -3.14332806E-02   5.34362197E-02
   13.4000149       6.14627264E-02  -3.63716036E-02   4.71659750E-02
   13.5000153       5.73927984E-02  -4.06992957E-02   4.07131389E-02
   13.6000156       5.29524386E-02  -4.44036126E-02   3.41534428E-02
   13.7000160       4.82045710E-02  -4.74786758E-02   2.75600180E-02
   13.8000164       4.32120524E-02  -4.99252006E-02   2.10027881E-02
   13.9000168       3.80370393E-02  -5.17501459E-02   1.45478835E-02
   14.0000172       3.27404067E-02  -5.29663414E-02   8.25714972E-03
   14.1000175       2.73812003E-02  -5.35920635E-02   2.18772073E-03
   14.2000179       2.20161416E-02  -5.36505803E-02  -3.60835087E-03
   14.3000183       1.66991744E-02  -5.31696640E-02  -9.08438023E-03
   14.4000187       1.14810644E-02  -5.21810986E-02  -1.41992755E-02
   14.5000191       6.40904903E-03  -5.07201515E-02  -1.89176835E-02
   14.6000195       1.52654434E-03  -4.88250479E-02  -2.32100841E-02
   14.7000198      -3.12710088E-03  -4.65364493E-02  -2.70528104E-02
   14.8000202      -7.51679251E-03  -4.38969173E-02  -3.04280017E-02
   14.9000206      -1.16118323E-02  -4.09503914E-02  -3.33235115E-02
   15.0000210      -1.53860012E-02  -3.77416871E-02  -3.57327461E-02
   15.1000214      -1.88176017E-02  -3.43160033E-02  -3.76544856E-02
   15.2000217      -2.18894463E-02  -3.07184421E-02  -3.90926003E-02
   15.3000221      -2.45888047E-02  -2.69935746E-02  -4.00557891E-02
   15.4000225      -2.69073062E-02  -2.31850147E-02  -4.05572355E-02
   15.5000229      -2.88408101E-02  -1.93350334E-02  -4.06142734E-02
   15.6000233      -3.03892307E-02  -1.54842008E-02  -4.02479768E-02
   15.7000237      -3.15563381E-02  -1.16710681E-02  -3.94827947E-02
   15.8000240      -3.23495269E-02  -7.93188065E-03  -3.83461006E-02
   15.9000244      -3.27795595E-02  -4.30033356E-03  -3.68677825E-02
   16.0000248      -3.28602940E-02  -8.07360979E-04  -3.50798108E-02
   16.1000252      -3.26083899E-02   2.51903641E-03  -3.30157988E-02
